C1_source,C1_target,D_source,D_target,I_source,I_target,global_edge,global_gibbs_residual,global_map_residual,global_monotone_violation,global_status,local_edge,local_hint_index,local_residual,local_status,local_threshold,local_unverified,local_verify_gp_err_A,local_verify_gp_err_Ap,local_verify_map_err,local_verify_method_gap,local_verify_ok,local_verify_tp_err_A,local_verify_tp_err_Ap,local_without_ppt,p_source,p_target,ppt_edge,ppt_gibbs_residual,ppt_map_residual,ppt_status,source,target
0.6400213752265185,0.39322386648296365,1.1644062177764365,0.5822031088882179,1.1644062177764358,0.5822031088882179,1,2.1880520362537578e-10,4.668098967168427e-11,0,"optimal (map_res=4.668e-11, gibbs_res=2.188e-10)",1,1,6.422106969669414e-10,"multistart_ok (hint#1) | optimal (residual=6.422e-10, threshold=1.000e-06)",1e-06,0,9.049452053197962e-10,2.4745497388909518e-11,6.424221205093294e-10,0.0,1,5.019757703383436e-12,6.268906824734122e-13,1,0.0,1.0,0,2.026529627977684e-06,2.4077597082067006e-05,optimal_inaccurate,0,1
0.6400213752265185,0.2546840602864442,1.1644062177764365,0.2372791035371393,1.1644062177764358,0.23727906965369705,0,1.4116635540910873e-07,9.6897355888288e-08,0,"optimal (map_res=9.690e-08, gibbs_res=1.412e-07)",0,-1,0.19564874906304283,"multistart_best_only | optimal (residual=1.956e-01, threshold=1.000e-06)",1e-06,0,1.7002906983867477e-08,2.558804732097096e-09,0.1956487490615606,0.0,0,1.2054908601148057e-11,9.818358935448922e-13,0,0.0,2.0,0,1.805305178081106e-07,1.4504458988411198e-05,optimal_inaccurate,0,2
0.6400213752265185,0.19865422526166776,1.1644062177764365,0.1823216648903911,1.1644062177764358,0.1823216387936949,0,1.0645296748950428e-07,7.435467781277792e-08,0,"optimal (map_res=7.435e-08, gibbs_res=1.065e-07)",0,-1,0.14180331460547332,"multistart_best_only | optimal (residual=1.418e-01, threshold=1.000e-06)",1e-06,0,5.4786918877826817e-08,4.139681906336085e-09,0.14180331460728268,0.0,0,1.0625219031434459e-11,1.0101666871641835e-11,0,0.0,3.0,0,2.8700452385113307e-08,1.0771042453421975e-05,optimal_inaccurate,0,3
0.6400213752265185,0.26339680185581094,1.1644062177764365,0.24876794574879907,1.1644062177764358,0.24876794588426232,0,7.39265822209294e-08,1.0998385664120306e-07,0,"optimal (map_res=1.100e-07, gibbs_res=7.393e-08)",0,-1,0.23438893195504523,"multistart_best_only | optimal (residual=2.344e-01, threshold=1.000e-06)",1e-06,0,4.3475953562496223e-08,1.9811303288620543e-08,0.2343889319520047,0.0,0,3.215792234200826e-11,1.197423455387043e-11,0,0.0,4.0,0,3.532384137761832e-08,4.973125739815728e-06,optimal_inaccurate,0,4
0.6400213752265185,0.2446083690443888,1.1644062177764365,0.230014698277135,1.1644062177764358,0.2300146982771254,0,2.011843455612525e-08,1.4580817855355692e-08,0,"optimal (map_res=1.458e-08, gibbs_res=2.012e-08)",0,-1,0.1495998519460204,"multistart_best_only | optimal (residual=1.496e-01, threshold=1.000e-06)",1e-06,0,3.4019975973503764e-09,4.665879141873257e-08,0.14959985194583683,0.0,0,1.523591419219344e-12,5.874174858931623e-11,0,0.0,5.0,1,6.316667018261159e-09,4.727071040480336e-09,optimal_inaccurate,0,5
0.6400213752265185,0.40179379886495403,1.1644062177764365,0.5753413217568073,1.1644062177764358,0.5753380085429277,0,1.5057278237790294e-07,1.6021090494439623e-07,0,"optimal (map_res=1.602e-07, gibbs_res=1.506e-07)",0,-1,0.3353512201199341,"multistart_best_only | optimal (residual=3.354e-01, threshold=1.000e-06)",1e-06,0,6.5519175646368525e-09,8.743188529881103e-08,0.33535122012116697,0.0,0,1.903218527056841e-12,7.440090376293623e-11,0,0.0,6.0,0,0.0032605451205476336,0.0012404221020394146,optimal_inaccurate,0,6
0.6400213752265185,0.22355139104787874,1.1644062177764365,0.1705572355470672,1.1644062177764358,0.1705572355464685,1,3.6926304513950852e-09,2.8300663830650296e-09,0,"optimal (map_res=2.830e-09, gibbs_res=3.693e-09)",0,-1,0.07109615288060324,"multistart_best_only | optimal (residual=7.110e-02, threshold=1.000e-06)",1e-06,0,9.477976533948058e-09,7.765511891727107e-08,0.07109615287978427,0.0,0,8.058463448907836e-13,9.944593076445871e-12,0,0.0,7.0,0,2.679383700255248e-07,1.6227315572591146e-07,optimal_inaccurate,0,7
0.39322386648296365,0.6400213752265185,0.5822031088882179,1.1644062177764365,0.5822031088882179,1.1644062177764358,0,3.149597857752741e-08,0.437205412980562,0,"optimal (map_res=4.372e-01, gibbs_res=3.150e-08)",0,-1,0.6229076980946378,"multistart_best_only | optimal (residual=6.229e-01, threshold=1.000e-06)",1e-06,0,7.000226093469137e-08,2.700164687014607e-08,0.622907698091864,0.0,0,2.954334688952208e-11,1.5289930739086596e-11,0,1.0,0.0,0,,,infeasible,1,0
0.39322386648296365,0.2546840602864442,0.5822031088882179,0.2372791035371393,0.5822031088882179,0.23727906965369705,0,8.09995405339722e-08,0.014500427893222608,0,"optimal (map_res=1.450e-02, gibbs_res=8.100e-08)",0,-1,0.2268157914794452,"multistart_best_only | optimal (residual=2.268e-01, threshold=1.000e-06)",1e-06,0,7.395971116444291e-09,1.0228046907421459e-08,0.22681579147997968,0.0,0,1.5086247912119062e-12,1.549688415484861e-13,0,1.0,2.0,0,,,infeasible,1,2
0.39322386648296365,0.19865422526166776,0.5822031088882179,0.1823216648903911,0.5822031088882179,0.1823216387936949,1,8.213967497927591e-09,6.0473858891878785e-09,0,"optimal (map_res=6.047e-09, gibbs_res=8.214e-09)",0,-1,0.1711053423055989,"multistart_best_only | optimal (residual=1.711e-01, threshold=1.000e-06)",1e-06,0,2.401071328992179e-10,3.401891758812545e-08,0.17110534230557958,0.0,0,6.454589465407782e-15,6.6907200788589894e-12,0,1.0,3.0,0,,,infeasible,1,3
