heuristic_ok,heuristic_residual,heuristic_status,source,target,verified_ok,verified_status
0,0.3033383770269674,"optimal (residual=3.033e-01, threshold=1.000e-06)",3,1,0,"multistart_best_only | optimal (residual=2.352e-01, threshold=1.000e-06)"
0,0.2135803537337723,"optimal (residual=2.136e-01, threshold=1.000e-06)",3,2,0,"multistart_best_only | optimal (residual=1.562e-01, threshold=1.000e-06)"
0,0.1489812278042817,"optimal (residual=1.490e-01, threshold=1.000e-06)",3,4,0,"multistart_best_only | optimal (residual=9.496e-02, threshold=1.000e-06)"
0,0.329414434919859,"optimal (residual=3.294e-01, threshold=1.000e-06)",3,5,0,"multistart_best_only | optimal (residual=3.294e-01, threshold=1.000e-06)"
0,0.3302055617818238,"optimal (residual=3.302e-01, threshold=1.000e-06)",3,6,0,"multistart_best_only | optimal (residual=2.820e-01, threshold=1.000e-06)"
0,0.16804415132302816,"optimal (residual=1.680e-01, threshold=1.000e-06)",3,7,0,"multistart_best_only | optimal (residual=1.070e-01, threshold=1.000e-06)"
0,0.14180102614161086,"optimal (residual=1.418e-01, threshold=1.000e-06)",4,0,0,"multistart_best_only | optimal (residual=8.882e-02, threshold=1.000e-06)"
0,0.29062752805507347,"optimal (residual=2.906e-01, threshold=1.000e-06)",4,1,0,"multistart_best_only | optimal (residual=2.578e-01, threshold=1.000e-06)"
0,0.20751073146130466,"optimal (residual=2.075e-01, threshold=1.000e-06)",4,2,0,"multistart_best_only | optimal (residual=1.503e-01, threshold=1.000e-06)"
0,0.2454067811154184,"optimal (residual=2.454e-01, threshold=1.000e-06)",4,3,0,"multistart_best_only | optimal (residual=2.282e-01, threshold=1.000e-06)"
0,0.3490185984789579,"optimal (residual=3.490e-01, threshold=1.000e-06)",4,5,0,"multistart_best_only | optimal (residual=3.490e-01, threshold=1.000e-06)"
0,0.3260793529305881,"optimal (residual=3.261e-01, threshold=1.000e-06)",4,6,0,"multistart_best_only | optimal (residual=3.238e-01, threshold=1.000e-06)"
0,0.16913889419783135,"optimal (residual=1.691e-01, threshold=1.000e-06)",4,7,0,"multistart_best_only | optimal (residual=3.914e-02, threshold=1.000e-06)"
0,0.13492142113632025,"optimal (residual=1.349e-01, threshold=1.000e-06)",5,0,0,"multistart_best_only | optimal (residual=9.548e-02, threshold=1.000e-06)"
0,0.2767346227502297,"optimal (residual=2.767e-01, threshold=1.000e-06)",5,1,0,"multistart_best_only | optimal (residual=1.489e-01, threshold=1.000e-06)"
0,0.1921435486662111,"optimal (residual=1.921e-01, threshold=1.000e-06)",5,2,0,"multistart_best_only | optimal (residual=9.625e-02, threshold=1.000e-06)"
0,0.20858778895682784,"optimal (residual=2.086e-01, threshold=1.000e-06)",5,3,0,"multistart_best_only | optimal (residual=2.086e-01, threshold=1.000e-06)"
0,0.07719183506900353,"optimal (residual=7.719e-02, threshold=1.000e-06)",5,4,0,"multistart_best_only | optimal (residual=7.719e-02, threshold=1.000e-06)"
0,0.313508086492269,"optimal (residual=3.135e-01, threshold=1.000e-06)",5,6,0,"multistart_best_only | optimal (residual=2.748e-01, threshold=1.000e-06)"
0,0.15472095691443954,"optimal (residual=1.547e-01, threshold=1.000e-06)",5,7,0,"multistart_best_only | optimal (residual=7.586e-02, threshold=1.000e-06)"
0,0.12308791066949226,"optimal (residual=1.231e-01, threshold=1.000e-06)",6,0,0,"multistart_best_only | optimal (residual=7.325e-02, threshold=1.000e-06)"
0,0.251391063140489,"optimal (residual=2.514e-01, threshold=1.000e-06)",6,1,0,"multistart_best_only | optimal (residual=1.924e-01, threshold=1.000e-06)"
0,0.16590586881868227,"optimal (residual=1.659e-01, threshold=1.000e-06)",6,2,0,"multistart_best_only | optimal (residual=1.267e-01, threshold=1.000e-06)"
0,0.2167321271292493,"optimal (residual=2.167e-01, threshold=1.000e-06)",6,3,0,"multistart_best_only | optimal (residual=1.596e-01, threshold=1.000e-06)"
0,0.13584362703502292,"optimal (residual=1.358e-01, threshold=1.000e-06)",6,4,0,"multistart_best_only | optimal (residual=5.284e-02, threshold=1.000e-06)"
0,0.3288231806212244,"optimal (residual=3.288e-01, threshold=1.000e-06)",6,5,0,"multistart_best_only | optimal (residual=2.783e-01, threshold=1.000e-06)"
0,0.1261574145982746,"optimal (residual=1.262e-01, threshold=1.000e-06)",6,7,0,"multistart_best_only | optimal (residual=4.030e-02, threshold=1.000e-06)"
0,0.15016392535538695,"optimal (residual=1.502e-01, threshold=1.000e-06)",7,0,0,"multistart_best_only | optimal (residual=1.111e-01, threshold=1.000e-06)"
0,0.2783270941004622,"optimal (residual=2.783e-01, threshold=1.000e-06)",7,1,0,"multistart_best_only | optimal (residual=2.765e-01, threshold=1.000e-06)"
0,0.14982490214239083,"optimal (residual=1.498e-01, threshold=1.000e-06)",7,2,0,"multistart_best_only | optimal (residual=1.498e-01, threshold=1.000e-06)"
0,0.26071861950285263,"optimal (residual=2.607e-01, threshold=1.000e-06)",7,3,0,"multistart_best_only | optimal (residual=2.215e-01, threshold=1.000e-06)"
0,0.1647646253278571,"optimal (residual=1.648e-01, threshold=1.000e-06)",7,4,0,"multistart_best_only | optimal (residual=5.174e-02, threshold=1.000e-06)"
0,0.36592115252965657,"optimal (residual=3.659e-01, threshold=1.000e-06)",7,5,0,"multistart_best_only | optimal (residual=3.620e-01, threshold=1.000e-06)"
0,0.3302149355898941,"optimal (residual=3.302e-01, threshold=1.000e-06)",7,6,0,"multistart_best_only | optimal (residual=3.181e-01, threshold=1.000e-06)"
